age,income,expenses,savings,debt,credit_score,impulse_purchases,num_bank_accounts,financial_goal,time_horizon_months,budget_score,investment_score,loan_knowledge_score,risk_score,literacy_level,recommended_monthly,save_rate,debt_to_income,expense_ratio
47,33959,28415,5301,3884,716,0,2,Investing,60,64,30,56,42,1,3191,0.156,0.114,0.837
55,26659,22981,1405,14416,725,1,1,Short Term Savings,12,54,35,44,72,1,3738,0.053,0.541,0.862
55,71126,47711,9924,22018,695,1,2,Emergency Fund,60,31,52,31,0,0,3335,0.14,0.31,0.671
25,27937,9265,2182,9463,719,1,3,Short Term Savings,36,51,95,37,57,1,1292,0.078,0.339,0.332
44,16109,11993,4022,813,615,0,2,Short Term Savings,12,56,70,0,20,1,3536,0.25,0.05,0.744
44,23346,8545,1900,5115,701,1,1,Emergency Fund,12,82,35,21,70,1,5241,0.081,0.219,0.366
51,28900,20283,2111,2708,743,0,2,Investing,12,66,40,69,32,1,15222,0.073,0.094,0.702
38,22772,17480,3723,7185,633,3,1,Emergency Fund,12,60,42,48,20,1,4968,0.163,0.316,0.768
47,56907,41856,7825,18804,759,0,1,Emergency Fund,12,46,30,80,19,1,12530,0.138,0.33,0.736
50,5000,4355,124,2129,623,1,2,Investing,36,49,76,40,65,1,5402,0.025,0.426,0.871
45,22348,16602,1112,11776,687,1,1,Investing,36,24,76,100,10,1,5375,0.05,0.527,0.743
50,39050,27956,8065,10969,568,5,1,Short Term Savings,12,63,50,45,28,1,3225,0.207,0.281,0.716
22,44204,20203,5801,6189,714,6,1,Short Term Savings,60,34,82,82,75,1,724,0.131,0.14,0.457
36,73836,63119,3956,14777,748,2,1,Short Term Savings,36,52,31,72,63,1,1244,0.054,0.2,0.855
21,70904,28909,9005,36037,647,1,1,Short Term Savings,12,79,57,62,80,1,3153,0.127,0.508,0.408
52,7985,6730,624,698,543,3,1,Debt Repayment,6,64,76,83,44,2,500,0.078,0.087,0.843
34,5000,2437,357,1881,652,4,2,Short Term Savings,12,66,60,82,88,1,3818,0.071,0.376,0.487
45,40499,15312,9730,317,579,2,2,Short Term Savings,12,83,86,44,38,2,3097,0.24,0.008,0.378
47,26536,21122,2740,3911,657,2,1,Investing,60,73,58,46,70,1,3233,0.103,0.147,0.796
46,16159,4871,495,5733,716,1,1,Debt Repayment,60,56,40,61,34,1,500,0.031,0.355,0.301
23,40322,32227,9805,11042,687,2,2,Emergency Fund,6,19,17,90,22,1,15880,0.243,0.274,0.799
52,44613,20405,9048,13211,525,3,3,Debt Repayment,6,51,33,64,43,1,500,0.203,0.296,0.457
54,23220,19291,1823,9202,623,1,1,Short Term Savings,36,57,66,89,55,2,1302,0.079,0.396,0.831
41,27518,19672,3138,3873,666,1,2,Debt Repayment,6,59,70,59,6,1,500,0.114,0.141,0.715
46,24759,17324,5405,4171,760,0,1,Debt Repayment,12,27,0,33,56,0,500,0.218,0.168,0.7
48,31770,16494,3247,13047,638,0,1,Investing,60,63,31,15,35,0,3225,0.102,0.411,0.519
52,50828,17060,7649,16416,689,0,1,Emergency Fund,12,74,56,65,65,1,11141,0.15,0.323,0.336
50,18441,14716,2637,161,664,0,1,Short Term Savings,60,52,49,36,44,1,776,0.143,0.009,0.798
38,27186,10943,3052,10934,603,1,1,Investing,6,68,25,68,64,1,28135,0.112,0.402,0.403
49,32014,16754,5349,11910,613,1,1,Debt Repayment,36,46,82,55,62,1,500,0.167,0.372,0.523
40,39864,26318,5136,1880,634,0,1,Investing,36,64,67,38,54,1,5266,0.129,0.047,0.66
50,45519,26826,1132,20415,751,4,1,Debt Repayment,36,96,99,26,46,2,500,0.025,0.448,0.589
20,80845,33889,16759,25325,587,3,2,Debt Repayment,12,51,36,37,78,1,500,0.207,0.313,0.419
35,51442,19772,2367,6319,635,2,2,Emergency Fund,6,36,5,22,48,0,21708,0.046,0.123,0.384
42,51918,19414,6580,17424,602,2,1,Debt Repayment,6,74,48,26,24,1,500,0.127,0.336,0.374
48,34667,28350,5317,12385,754,3,1,Debt Repayment,36,53,95,0,18,1,500,0.153,0.357,0.818
20,20402,6506,3718,11263,680,4,1,Emergency Fund,36,43,49,0,65,0,1553,0.182,0.552,0.319
41,29435,26085,3369,13107,759,3,2,Investing,6,44,60,53,58,1,28090,0.114,0.445,0.886
49,25793,10810,4879,4672,436,3,1,Short Term Savings,36,64,57,100,82,2,1219,0.189,0.181,0.419
39,47844,17520,2402,3391,724,3,1,Short Term Savings,6,60,12,55,88,1,6799,0.05,0.071,0.366
40,6974,4506,1187,3570,578,3,2,Investing,6,85,21,54,61,1,28401,0.17,0.512,0.646
19,51850,18043,10891,26321,602,2,1,Emergency Fund,36,67,30,79,32,1,3909,0.21,0.508,0.348
44,37655,24907,8456,3960,634,3,1,Investing,12,78,38,54,63,1,14734,0.225,0.105,0.661
19,54666,44300,8380,2037,648,3,1,Short Term Savings,36,59,69,53,76,1,1124,0.153,0.037,0.81
43,25521,8389,2347,10900,648,2,1,Investing,36,69,25,15,15,0,5341,0.092,0.427,0.329
34,21972,17136,1264,9525,593,1,1,Investing,60,58,0,49,41,0,3257,0.058,0.433,0.78
50,31866,17102,3169,3386,641,3,1,Short Term Savings,12,95,23,35,0,1,3602,0.099,0.106,0.537
26,31387,12419,4525,12583,642,2,1,Investing,12,68,33,46,63,1,15036,0.144,0.401,0.396
46,56126,22767,3656,9392,517,0,1,Emergency Fund,6,30,78,37,88,1,23531,0.065,0.167,0.406
43,55936,47616,13373,8746,677,2,1,Short Term Savings,36,55,24,37,68,0,989,0.239,0.156,0.851
52,78100,28612,17677,15206,651,5,1,Short Term Savings,60,64,0,44,8,0,529,0.226,0.195,0.366
42,30090,24675,829,9395,665,2,1,Short Term Savings,36,59,21,53,23,1,1328,0.028,0.312,0.82
41,5000,3132,746,2413,610,3,1,Investing,12,76,45,26,53,1,15327,0.149,0.483,0.626
30,31811,10288,6411,9517,652,3,1,Short Term Savings,36,49,0,43,65,0,1178,0.202,0.299,0.323
24,44613,25816,3410,7977,476,1,1,Emergency Fund,12,60,59,47,86,1,10033,0.076,0.179,0.579
53,54290,42914,7627,28794,606,1,1,Debt Repayment,36,77,56,53,58,1,500,0.14,0.53,0.79
37,46072,33896,5223,1522,614,0,2,Investing,36,31,45,79,15,1,5264,0.113,0.033,0.736
18,30074,17841,1960,14383,645,1,1,Investing,60,40,57,76,42,1,3246,0.065,0.478,0.593
25,74283,60617,11988,34959,647,1,2,Emergency Fund,36,98,33,77,40,1,5698,0.161,0.471,0.816
33,19325,7193,4803,2939,726,2,1,Emergency Fund,36,52,28,68,55,1,1437,0.249,0.152,0.372
31,34507,29191,3589,4105,561,3,2,Short Term Savings,36,76,29,100,67,1,1254,0.104,0.119,0.846
29,18401,14865,2705,9657,707,2,1,Investing,60,81,36,53,12,1,3234,0.147,0.525,0.808
40,40391,29282,3853,13544,810,3,1,Short Term Savings,36,34,95,24,59,1,1247,0.095,0.335,0.725
32,71780,56758,15913,1981,610,4,1,Investing,12,42,26,95,13,1,14160,0.222,0.028,0.791
45,37181,23286,8137,19873,708,4,1,Debt Repayment,6,60,64,54,52,1,500,0.219,0.534,0.626
51,37304,26302,2279,7811,764,2,1,Investing,60,46,20,92,89,1,3241,0.061,0.209,0.705
19,6080,3869,1380,1248,762,0,1,Emergency Fund,60,68,44,45,53,1,500,0.227,0.205,0.636
49,34260,17584,1879,13223,626,5,1,Short Term Savings,12,70,43,89,12,1,3701,0.055,0.386,0.513
40,63009,40408,2643,25001,736,4,1,Investing,12,64,0,100,71,1,15181,0.042,0.397,0.641
39,34995,15904,5955,7418,718,1,2,Short Term Savings,12,59,47,14,25,1,3388,0.17,0.212,0.454
42,33644,18980,3659,2892,746,2,2,Investing,12,71,27,28,83,1,15103,0.109,0.086,0.564
39,62114,29098,8824,20582,705,0,1,Short Term Savings,12,83,1,69,31,1,3167,0.142,0.331,0.468
39,33728,12605,5736,12651,743,2,2,Investing,36,86,50,74,18,2,5250,0.17,0.375,0.374
23,65841,32467,2116,33982,631,1,2,Short Term Savings,6,65,71,53,93,1,6840,0.032,0.516,0.493
32,14307,11605,1250,4158,613,4,1,Debt Repayment,12,42,45,54,49,1,500,0.087,0.291,0.811
54,53557,28312,6748,20748,475,2,1,Debt Repayment,6,56,70,30,41,1,518,0.126,0.387,0.529
50,72926,54607,5929,2380,616,3,2,Short Term Savings,36,73,98,81,54,2,1191,0.081,0.033,0.749
25,60157,24370,1880,32287,625,1,2,Emergency Fund,36,81,43,81,16,1,4826,0.031,0.537,0.405
22,5000,2773,199,981,505,2,1,Short Term Savings,12,81,50,67,55,1,3830,0.04,0.196,0.554
21,27233,10046,5566,10330,653,3,1,Debt Repayment,36,56,53,15,61,1,500,0.204,0.379,0.369
23,35160,13472,8073,19325,735,2,2,Emergency Fund,12,64,65,55,0,1,7492,0.23,0.55,0.383
49,60199,40361,3311,29275,576,2,1,Emergency Fund,6,70,27,47,77,1,25326,0.055,0.486,0.67
47,13367,8882,1033,5114,799,4,2,Short Term Savings,36,89,71,48,33,1,1323,0.077,0.383,0.664
52,19621,8398,3335,8283,679,0,1,Debt Repayment,36,44,71,10,47,1,500,0.17,0.422,0.428
33,7896,4616,1890,4362,717,1,2,Investing,12,69,53,36,38,1,15239,0.239,0.552,0.585
30,23483,19208,2087,11442,646,0,2,Emergency Fund,36,49,82,54,79,1,1847,0.089,0.487,0.818
47,14967,6054,3243,5476,578,6,3,Short Term Savings,6,83,71,53,54,1,6679,0.217,0.366,0.404
36,71958,22416,9814,28439,693,1,1,Debt Repayment,6,59,17,48,51,1,629,0.136,0.395,0.312
34,27052,18698,6492,2390,710,1,1,Debt Repayment,12,64,45,36,49,1,500,0.24,0.088,0.691
36,53818,17872,2762,15182,636,0,1,Short Term Savings,60,43,65,53,57,1,774,0.051,0.282,0.332
45,40359,35837,9845,7288,670,0,1,Short Term Savings,36,51,71,26,70,1,1085,0.244,0.181,0.888
43,40079,26683,4866,10387,649,3,1,Investing,12,99,0,61,69,1,15010,0.121,0.259,0.666
54,28171,16402,6737,11193,597,3,2,Emergency Fund,6,72,42,63,51,1,11110,0.239,0.397,0.582
43,55400,30912,6952,4957,676,3,1,Debt Repayment,60,63,76,29,67,1,500,0.125,0.089,0.558
40,43086,27740,6114,449,593,2,1,Emergency Fund,36,87,70,72,57,2,3328,0.142,0.01,0.644
26,41934,14860,8600,9986,711,2,2,Investing,6,90,6,31,0,1,27342,0.205,0.238,0.354
29,28131,24136,5238,5438,835,2,1,Emergency Fund,36,59,21,55,6,1,2139,0.186,0.193,0.858
18,31404,21209,5103,7921,737,4,1,Investing,36,44,55,70,74,1,5267,0.162,0.252,0.675
18,51778,21249,6001,28930,635,1,2,Short Term Savings,6,56,42,49,52,1,6285,0.116,0.559,0.41
51,44601,28435,9021,18921,677,1,1,Emergency Fund,6,52,39,36,44,1,17826,0.202,0.424,0.638
49,42469,16136,10111,8344,740,0,1,Investing,60,62,46,50,31,1,3112,0.238,0.196,0.38
42,24919,7738,554,2680,642,3,1,Emergency Fund,12,65,39,68,69,1,5707,0.022,0.108,0.311
18,78882,53506,12242,29272,694,3,3,Investing,36,100,36,59,41,1,5074,0.155,0.371,0.678
33,30405,20951,6664,11996,707,1,2,Debt Repayment,6,39,59,38,0,1,500,0.219,0.395,0.689
22,39394,25614,6705,11431,670,2,1,Debt Repayment,36,33,64,40,0,1,500,0.17,0.29,0.65
39,36259,14869,7403,4628,665,2,2,Emergency Fund,6,48,47,49,55,1,14482,0.204,0.128,0.41
46,79094,52364,17864,1355,734,0,1,Short Term Savings,60,0,77,72,27,1,526,0.226,0.017,0.662
20,34183,11413,6587,5448,788,0,1,Emergency Fund,36,22,30,59,19,0,2593,0.193,0.159,0.334
29,32353,21532,5982,8874,642,1,3,Emergency Fund,6,33,46,45,47,1,13011,0.185,0.274,0.666
43,42366,26792,10247,20028,749,1,1,Investing,36,82,39,41,59,1,5128,0.242,0.473,0.632
33,26129,18111,5713,13384,531,2,2,Debt Repayment,12,32,8,16,80,0,500,0.219,0.512,0.693
54,42231,35359,8764,10463,688,1,2,Debt Repayment,12,26,59,100,50,1,500,0.208,0.248,0.837
39,87432,70838,3486,41764,475,4,1,Emergency Fund,36,43,73,42,67,1,6994,0.04,0.478,0.81
46,45993,40859,3448,27412,588,1,3,Debt Repayment,60,67,66,33,13,1,500,0.075,0.596,0.888
31,45264,40092,6701,19461,567,3,1,Emergency Fund,6,49,51,83,81,1,18441,0.148,0.43,0.886
45,25641,19574,4697,11209,780,3,3,Investing,12,53,6,38,0,0,15023,0.183,0.437,0.763
22,74184,64825,6657,40483,627,2,1,Investing,6,48,62,57,59,1,27620,0.09,0.546,0.874
47,78780,64628,3266,15983,646,2,1,Emergency Fund,12,33,90,46,33,1,17928,0.041,0.203,0.82
22,57053,42022,5223,383,632,1,2,Investing,6,41,42,43,43,1,27825,0.092,0.007,0.737
29,53076,18323,10473,31430,534,1,1,Debt Repayment,36,43,47,62,38,1,500,0.197,0.592,0.345
33,35304,11630,7830,10389,672,5,1,Investing,6,72,76,59,39,1,27452,0.222,0.294,0.329
43,47826,38383,10998,22545,656,5,1,Debt Repayment,6,37,47,25,42,0,500,0.23,0.471,0.803
43,23296,13833,2495,11356,585,1,3,Debt Repayment,60,80,40,44,91,1,500,0.107,0.487,0.594
38,17477,13785,1847,4168,760,3,1,Investing,60,73,45,66,77,1,3248,0.106,0.238,0.789
53,10252,5000,1164,3329,757,2,2,Short Term Savings,36,28,64,62,65,1,1319,0.114,0.325,0.488
50,48213,25967,5131,15618,549,3,3,Investing,36,67,68,45,42,1,5266,0.106,0.324,0.539
47,12432,8952,2153,1642,595,0,1,Debt Repayment,36,61,0,26,57,0,500,0.173,0.132,0.72
54,30007,25481,3073,2117,687,3,2,Investing,12,87,61,82,32,2,15148,0.102,0.071,0.849
40,38775,13674,956,12646,612,1,1,Emergency Fund,12,43,48,68,58,1,8874,0.025,0.326,0.353
27,59905,48935,7247,4318,632,4,2,Investing,60,73,25,100,47,1,3159,0.121,0.072,0.817
22,28435,22060,2034,5904,568,1,1,Investing,60,75,80,51,62,1,3245,0.072,0.208,0.776
53,62265,30467,1657,6951,569,0,1,Investing,60,25,61,65,38,1,3251,0.027,0.112,0.489
51,58783,30163,7541,24932,608,1,2,Investing,60,86,12,57,74,1,3155,0.128,0.424,0.513
48,18573,6089,1251,9717,660,3,2,Short Term Savings,36,45,63,13,51,1,1317,0.067,0.523,0.328
27,62456,19326,7752,21656,665,1,1,Investing,60,69,74,57,45,1,3151,0.124,0.347,0.309
36,34328,20123,2879,8447,584,1,1,Debt Repayment,60,55,25,3,69,0,500,0.084,0.246,0.586
49,30020,10726,4768,17951,558,1,1,Emergency Fund,12,56,50,30,90,1,6560,0.159,0.598,0.357
18,34412,14329,8530,437,550,3,2,Debt Repayment,60,43,42,57,50,1,500,0.248,0.013,0.416
22,39929,32265,5824,7291,729,2,2,Short Term Savings,36,48,45,49,45,1,1193,0.146,0.183,0.808
21,31699,20370,5350,5300,820,3,1,Short Term Savings,36,68,37,0,60,0,1206,0.169,0.167,0.643
33,23206,15784,5370,4959,684,2,1,Investing,6,88,33,55,38,1,27804,0.231,0.214,0.68
41,24974,10301,2647,3455,444,3,2,Debt Repayment,60,35,60,21,22,0,500,0.106,0.138,0.412
33,42778,34102,2494,6782,695,2,2,Emergency Fund,12,49,47,67,33,1,9680,0.058,0.159,0.797
19,36790,30196,3128,5687,744,3,1,Short Term Savings,12,65,64,47,82,1,3605,0.085,0.155,0.821
45,50546,31035,5693,15338,598,1,1,Debt Repayment,60,64,71,80,37,2,500,0.113,0.303,0.614
49,41047,34788,6910,9630,720,3,1,Debt Repayment,6,70,85,10,56,1,500,0.168,0.235,0.847
44,41540,33518,874,15933,735,3,1,Debt Repayment,6,83,25,4,8,0,1013,0.021,0.384,0.807
37,51856,38310,11215,16004,753,2,2,Investing,12,25,77,77,22,1,14521,0.216,0.309,0.739
41,68378,50630,2564,7525,603,0,1,Investing,60,48,56,82,76,1,3236,0.037,0.11,0.74
29,69180,25128,15714,33623,656,1,1,Investing,12,80,49,100,61,2,14175,0.227,0.486,0.363
52,66808,30898,15925,18927,664,0,1,Emergency Fund,6,56,53,57,53,1,26357,0.238,0.283,0.462
50,57408,19524,14221,5278,755,2,2,Short Term Savings,12,36,41,56,17,1,2752,0.248,0.092,0.34
50,81708,24937,16847,8181,617,3,2,Short Term Savings,36,34,5,58,54,0,896,0.206,0.1,0.305
54,48756,19257,2565,23314,725,0,1,Investing,60,59,65,69,52,1,3236,0.053,0.478,0.395
29,46510,38523,8484,19617,671,1,1,Investing,60,51,59,50,50,1,3139,0.182,0.422,0.828
20,84878,37679,5666,25795,726,2,2,Debt Repayment,36,100,52,2,30,1,500,0.067,0.304,0.444
18,5000,4410,1131,918,710,1,1,Short Term Savings,12,56,8,40,68,0,3759,0.226,0.184,0.882
50,35722,23518,3315,9870,597,4,1,Investing,60,44,49,38,30,1,3224,0.093,0.276,0.658
27,65049,28774,6190,24841,671,4,2,Debt Repayment,60,84,56,35,43,1,500,0.095,0.382,0.442
46,59605,35660,13772,31445,594,3,2,Investing,36,58,91,69,0,2,5033,0.231,0.528,0.598
30,91313,39397,2104,30454,648,2,1,Emergency Fund,36,75,54,94,48,2,7346,0.023,0.334,0.431
29,42149,37528,2723,6998,789,1,1,Short Term Savings,60,97,1,48,20,1,775,0.065,0.166,0.89
48,31383,25368,3673,804,616,3,2,Emergency Fund,12,89,57,22,54,1,6959,0.117,0.026,0.808
19,33358,10532,6043,3511,601,2,1,Investing,60,67,74,42,51,1,3179,0.181,0.105,0.316
52,46361,40272,7832,18085,635,2,2,Investing,6,74,36,22,50,1,27452,0.169,0.39,0.869
40,72432,53066,12600,6972,704,6,1,Short Term Savings,60,86,6,48,20,1,613,0.174,0.096,0.733
34,72682,25397,16164,20999,703,2,1,Emergency Fund,12,40,91,9,13,1,15529,0.222,0.289,0.349
43,38879,27307,1859,16304,678,1,2,Debt Repayment,36,33,48,39,48,1,500,0.048,0.419,0.702
25,45060,31008,6312,8333,586,1,1,Debt Repayment,36,100,31,68,6,1,500,0.14,0.185,0.688
46,27767,11975,5188,11147,630,1,1,Investing,60,34,64,49,80,1,3193,0.187,0.401,0.431
43,29855,22542,4965,10408,762,1,1,Short Term Savings,12,100,21,61,57,1,3464,0.166,0.349,0.755
27,60925,21460,7500,16045,528,1,2,Debt Repayment,12,46,21,62,71,1,500,0.123,0.263,0.352
43,72044,42770,1724,38784,670,1,1,Investing,6,41,35,25,73,0,28325,0.024,0.538,0.594
51,26054,7971,883,10818,632,0,1,Debt Repayment,36,75,50,48,58,1,500,0.034,0.415,0.306
24,44859,39531,2124,9705,687,4,2,Emergency Fund,12,27,29,77,48,1,10188,0.047,0.216,0.881
21,35138,26386,3476,16956,660,2,2,Emergency Fund,12,100,58,56,47,2,7841,0.099,0.483,0.751
28,57277,22642,2695,25365,529,0,2,Short Term Savings,6,98,62,59,81,2,6757,0.047,0.443,0.395
46,32229,16275,3802,15309,697,2,1,Short Term Savings,60,90,44,43,36,1,757,0.118,0.475,0.505
53,5000,1981,305,1922,571,0,1,Investing,12,29,40,27,46,0,15361,0.061,0.384,0.396
42,60073,45653,11967,13673,555,0,1,Emergency Fund,36,85,66,46,25,1,4547,0.199,0.228,0.76
38,33930,11378,7479,7096,654,1,2,Investing,36,83,59,56,34,1,5203,0.22,0.209,0.335
53,36011,28961,3947,14133,617,3,1,Emergency Fund,36,63,18,49,38,1,2813,0.11,0.392,0.804
27,48711,42150,6702,3825,586,5,1,Debt Repayment,12,76,75,45,45,1,500,0.138,0.079,0.865
54,47056,33220,11260,23149,618,5,1,Debt Repayment,6,72,64,47,46,1,500,0.239,0.492,0.706
26,49122,21013,7032,10914,591,4,2,Emergency Fund,6,35,31,66,52,1,20047,0.143,0.222,0.428
41,7405,3821,1842,2800,773,5,1,Investing,36,51,3,45,57,0,5355,0.249,0.378,0.516
52,51126,29977,2693,15309,675,1,1,Investing,6,53,52,26,53,1,28186,0.053,0.299,0.586
52,5000,3313,1091,1557,637,2,1,Investing,12,29,50,36,87,0,15300,0.218,0.311,0.662
53,55391,38840,7442,24527,710,3,2,Debt Repayment,60,75,51,75,48,1,500,0.134,0.443,0.701
35,62367,39448,1573,23450,634,3,2,Debt Repayment,6,82,79,54,51,2,1450,0.025,0.376,0.633
49,12629,6450,3076,1896,629,2,1,Emergency Fund,36,69,44,22,66,1,940,0.244,0.15,0.511
41,46568,38863,11267,2073,724,2,1,Emergency Fund,12,97,54,59,20,2,9879,0.242,0.045,0.835
40,61143,21328,6612,30824,594,0,3,Short Term Savings,60,66,59,30,44,1,711,0.108,0.504,0.349
49,31019,17983,7427,16469,568,1,2,Debt Repayment,36,60,33,51,59,1,500,0.239,0.531,0.58
54,53472,40924,2803,5277,702,0,1,Debt Repayment,6,48,64,75,61,1,500,0.052,0.099,0.765
29,5000,1682,882,928,663,2,1,Emergency Fund,12,65,79,31,39,1,1086,0.176,0.186,0.336
30,61963,44811,3974,10496,662,1,1,Short Term Savings,36,6,34,23,56,0,1243,0.064,0.169,0.723
40,40599,32147,3115,22835,621,0,1,Emergency Fund,6,95,0,60,16,1,16954,0.077,0.562,0.792
42,34843,24268,6942,4281,697,2,2,Debt Repayment,60,67,25,47,76,1,500,0.199,0.123,0.696
52,59680,18367,6373,5963,540,2,1,Short Term Savings,12,82,46,53,62,1,3355,0.107,0.1,0.308
47,74585,30436,1613,8137,495,2,3,Emergency Fund,60,82,5,78,49,1,3641,0.022,0.109,0.408
34,49714,25118,5730,21770,618,1,1,Debt Repayment,12,74,31,34,56,1,500,0.115,0.438,0.505
37,72174,31772,5229,38455,700,1,1,Investing,12,39,45,57,32,1,14982,0.072,0.533,0.44
42,8934,7840,1582,2108,749,1,1,Investing,60,0,61,55,82,0,3252,0.177,0.236,0.877
39,53318,36840,3450,4353,693,1,1,Investing,36,100,69,17,93,1,5312,0.065,0.082,0.691
30,37359,17864,7984,13129,576,0,3,Debt Repayment,36,60,53,66,10,1,500,0.214,0.351,0.478
36,24235,20789,1973,3052,576,5,3,Short Term Savings,6,53,40,61,66,1,6861,0.081,0.126,0.858
53,5000,3721,551,192,746,4,1,Debt Repayment,12,54,34,45,68,1,500,0.11,0.038,0.744
29,52235,24590,4625,27775,722,1,2,Debt Repayment,6,50,43,74,61,1,1323,0.089,0.532,0.471
36,57505,30324,9666,30046,693,1,2,Short Term Savings,6,59,65,3,27,1,5762,0.168,0.522,0.527
29,66840,28049,2892,39137,723,1,1,Debt Repayment,12,58,58,37,36,1,1282,0.043,0.586,0.42
26,63529,56073,8256,18067,663,5,1,Debt Repayment,6,62,45,66,0,1,500,0.13,0.284,0.883
24,24565,14993,2380,4333,633,1,1,Investing,60,55,77,34,22,1,3239,0.097,0.176,0.61
45,65814,55128,14699,30397,637,3,1,Investing,6,77,36,26,96,1,26471,0.223,0.462,0.838
31,67926,34499,2505,7356,700,1,1,Emergency Fund,60,74,72,59,14,1,3299,0.037,0.108,0.508
48,34800,28414,7336,5079,668,2,1,Short Term Savings,12,49,34,26,81,0,3281,0.211,0.146,0.816
36,40568,13482,2375,6223,492,1,1,Short Term Savings,6,63,17,65,60,1,6803,0.059,0.153,0.332
33,21316,18955,860,12170,720,3,3,Short Term Savings,36,36,46,72,41,1,1328,0.04,0.571,0.889
22,69617,58980,4631,30484,696,0,1,Debt Repayment,60,72,0,44,47,0,500,0.067,0.438,0.847
52,9764,5056,425,783,676,0,2,Emergency Fund,60,93,37,45,78,1,500,0.044,0.08,0.518
29,50699,38776,7089,2824,762,4,2,Short Term Savings,12,77,65,35,20,1,3300,0.14,0.056,0.765
42,28063,21085,6939,14191,585,1,2,Debt Repayment,36,58,64,48,39,1,500,0.247,0.506,0.751
38,17842,15000,497,8588,564,1,1,Short Term Savings,6,40,78,39,67,1,7071,0.028,0.481,0.841
53,5000,2421,630,2012,690,1,2,Debt Repayment,12,73,27,81,37,1,500,0.126,0.402,0.484
40,35691,20676,3883,4199,589,0,1,Investing,12,48,18,83,92,1,15085,0.109,0.118,0.579
33,14708,12045,1442,4238,783,2,3,Investing,12,60,61,46,63,1,15273,0.098,0.288,0.819
31,41128,31551,3961,14873,594,1,1,Debt Repayment,12,75,26,71,28,1,500,0.096,0.362,0.767
48,75386,40412,17026,42162,592,0,1,Short Term Savings,60,43,50,61,63,1,540,0.226,0.559,0.536
22,43990,35519,1071,4471,617,4,2,Investing,60,62,19,27,42,0,3261,0.024,0.102,0.807
52,79945,26235,15847,24724,626,1,2,Emergency Fund,12,39,33,21,16,0,17229,0.198,0.309,0.328
40,20354,15656,1591,1926,620,4,2,Investing,12,53,32,39,81,1,15262,0.078,0.095,0.769
46,14381,6098,1555,3829,628,0,2,Debt Repayment,60,51,44,28,11,1,500,0.108,0.266,0.424
28,19459,9178,2269,2336,621,1,1,Short Term Savings,6,84,42,57,76,1,6818,0.117,0.12,0.472
35,38697,23060,3486,19414,525,2,1,Short Term Savings,36,64,50,62,42,1,1257,0.09,0.502,0.596
29,94458,53826,3921,14437,690,0,2,Investing,6,46,50,32,90,1,28011,0.042,0.153,0.57
26,6757,4137,312,1691,615,0,1,Investing,12,51,56,71,59,1,15360,0.046,0.25,0.612
27,52393,32843,4640,12819,637,3,1,Investing,12,80,36,90,60,1,15027,0.089,0.245,0.627
34,26000,12971,5434,13514,552,3,1,Investing,36,28,57,37,50,1,5258,0.209,0.52,0.499
55,35523,14391,1810,16151,528,0,2,Short Term Savings,12,43,70,60,36,1,3706,0.051,0.455,0.405
24,14839,11293,2831,512,642,4,1,Investing,12,39,15,62,66,0,15166,0.191,0.035,0.761
30,57582,31093,4977,2317,774,1,2,Short Term Savings,6,63,20,50,43,1,6431,0.086,0.04,0.54
26,39121,23609,8731,12938,771,2,2,Short Term Savings,12,62,62,90,38,2,3174,0.223,0.331,0.603
44,61749,42410,7318,15846,577,1,1,Short Term Savings,36,57,64,67,40,1,1153,0.119,0.257,0.687
19,43504,36794,2588,7193,590,2,2,Debt Repayment,12,58,36,68,46,1,500,0.059,0.165,0.846
22,5000,3622,1233,2377,663,3,2,Investing,60,33,60,39,72,1,3258,0.247,0.475,0.724
46,61930,20268,3754,4779,436,0,2,Investing,12,41,35,73,31,1,15095,0.061,0.077,0.327
54,5000,4015,752,2922,603,1,1,Short Term Savings,60,71,44,43,24,1,807,0.15,0.584,0.803
55,5000,4468,754,72,667,2,2,Debt Repayment,12,30,44,67,57,1,500,0.151,0.014,0.893
36,21655,12635,2289,1536,631,3,1,Debt Repayment,12,54,47,9,48,0,500,0.106,0.071,0.583
25,21922,19329,5235,4094,498,1,1,Investing,12,79,79,66,49,2,14981,0.239,0.187,0.882
18,67920,42680,14541,20748,503,5,1,Investing,12,64,100,66,74,2,14266,0.214,0.305,0.628
39,36576,21059,7712,4743,535,0,1,Investing,60,46,10,57,40,0,3152,0.211,0.13,0.576
34,64947,32398,15850,28688,643,2,1,Debt Repayment,36,74,30,0,63,0,500,0.244,0.442,0.499
24,28641,19892,3583,6144,583,0,2,Debt Repayment,6,45,27,72,87,1,500,0.125,0.215,0.695
42,46352,20297,1963,1071,774,2,3,Investing,60,61,79,79,53,2,3246,0.042,0.023,0.438
21,49480,17959,9700,26057,543,2,1,Debt Repayment,12,44,74,20,51,1,500,0.196,0.527,0.363
53,53921,17057,5801,30536,748,3,1,Debt Repayment,12,30,67,73,18,1,728,0.108,0.566,0.316
23,30701,14596,1958,11394,553,1,1,Investing,60,57,35,22,79,0,3246,0.064,0.371,0.475
